Unnamed: 0,char,dialog,movie,dialog_length,word_count,sentiment,confidence,dominant_topic,topic_label
495,SMEAGOL,"Don't ask Smeagol. Poor, poor Smeagol.           ",The Two Towers ,49.0,6.0,NEGATIVE,0.99946266412735,Topic 2,Friendship & Loyalty
496,GOLLUM,"Master betrayed us. Wicked. Tricksy. False. ,We ought to wring his filthy little neck.,Kill him! Kill him! Kill them both! ,And then we take the precious......and we be the master!           ",The Two Towers ,191.0,30.0,NEGATIVE,0.9951436519622804,Topic 1,War & Battle
497,DENETHOR,You know nothing of this matter! ,The Return of the King ,33.0,6.0,NEGATIVE,0.99825519323349,Topic 8,Home & Peace
498,FARAMIR,He would have kept it for his own.  And when he returned you would not     have known your son.  ,The Return of the King ,97.0,19.0,NEGATIVE,0.996784210205078,Topic 4,Journey & Quest
499,DENETHOR,      Boromir was loyal to me!   Not some wizard's pupil. ,The Return of the King ,58.0,9.0,NEGATIVE,0.994227647781372,Topic 4,Journey & Quest
500,FARAMIR,Father?  ,The Return of the King ,9.0,1.0,NEGATIVE,0.9388366937637328,Topic 8,Home & Peace
501,DENETHOR,"My son!  ,  Leave me!  ",The Return of the King ,23.0,5.0,NEGATIVE,0.9026276469230652,Topic 7,Death & Sacrifice
502,GOLLUM,Careful master!  Careful.   Very far to fall.  Very dangerous are the     stairs.   ,The Return of the King ,84.0,12.0,NEGATIVE,0.9786880016326904,Topic 2,Friendship & Loyalty
503,GOLLUM,Come master.   ,The Return of the King ,15.0,2.0,POSITIVE,0.9997766613960266,Topic 8,Home & Peace
504,GOLLUM,Come to Smeagol. ,The Return of the King ,17.0,3.0,POSITIVE,0.6726441383361816,Topic 2,Friendship & Loyalty
505,SAM,"Mr Frodo!  , Get back     you!  Don't touch him.   ",The Return of the King ,51.0,9.0,NEGATIVE,0.9919575452804564,Topic 8,Home & Peace
506,GOLLUM,"Why does he hates poor Smeagol?  What has Smeagol ever done to him?      Master?  ,Master carries a heavy     burden Smeagol knows, heavy heavy burden.  Fat one cannot know.  ,  He wants it.  He needs     it.  Smeagol sees it in his eye.  , Very soon he will ask you for it.  You     will see.   The fat one will take it from you!       ",The Return of the King ,337.0,61.0,POSITIVE,0.9896199107170104,Topic 2,Friendship & Loyalty
507,WITCH KING,Send forth all legions.  Do not stop the attack until the city is     taken.   ,The Return of the King ,79.0,14.0,POSITIVE,0.9138144254684448,Topic 5,Fear & Danger
508,SMEAGOL,"But the fat Hobbit, he knows.      Eyes always watching.           ",The Two Towers ,67.0,9.0,POSITIVE,0.9875774383544922,Topic 2,Friendship & Loyalty
509,GOLLUM,      Then we stabs them out. Put out his eyeses and make him crawl.           ,The Two Towers ,79.0,13.0,NEGATIVE,0.9973006844520568,Topic 4,Journey & Quest
510,SMEAGOL,Yes. Yes. Yes.           ,The Two Towers ,25.0,3.0,POSITIVE,0.9997264742851256,Topic 5,Fear & Danger
511,GOLLUM,Kill them both.           ,The Two Towers ,26.0,3.0,NEGATIVE,0.9988331198692322,Topic 1,War & Battle
512,SMEAGOL,"Yes. , No! No! ,It's too risky. It's too risky.           ",The Two Towers ,58.0,10.0,NEGATIVE,0.999455749988556,Topic 5,Fear & Danger
513,SAM,"Where is he? Where has he gone? Hey, Gollum! Where are you?           ",The Two Towers ,70.0,12.0,NEGATIVE,0.893139660358429,Topic 1,War & Battle
514,FRODO,Smeagol?           ,The Two Towers ,19.0,1.0,NEGATIVE,0.985566258430481,Topic 2,Friendship & Loyalty
515,GOLLUM,"We could let , do it.           ",The Two Towers ,32.0,6.0,NEGATIVE,0.9937627911567688,Topic 2,Friendship & Loyalty
516,SMEAGOL,Yes. She could do it.           ,The Two Towers ,32.0,5.0,POSITIVE,0.9990049004554749,Topic 5,Fear & Danger
517,GOLLUM,"Yes, precious, she could. And then we takes it once they're dead.           ",The Two Towers ,76.0,12.0,POSITIVE,0.8787754774093628,Topic 6,Hope & Courage
518,SMEAGOL,"Once they're dead. ,Ssssssssssssssh!           ",The Two Towers ,47.0,4.0,NEGATIVE,0.9878392219543456,Topic 6,Hope & Courage
519,SMEAGOL,"Come on, Hobbits. Long ways to go yet. , Smeagol will show you the way.           ",The Two Towers ,82.0,15.0,POSITIVE,0.999016523361206,Topic 6,Hope & Courage
520,EOMER,Stay out of the forest! Keep away from the trees!           ,The Two Towers ,60.0,10.0,NEGATIVE,0.9816300868988036,Topic 6,Hope & Courage
521,LEGOLAS,Final count.....42.           ,The Two Towers ,30.0,2.0,POSITIVE,0.7488735318183899,Topic 4,Journey & Quest
522,GIMLI,"Forty-two? That's not bad for a pointy-eared Elvish princeling. I myself am sitting pretty on 43.,     ",The Two Towers ,103.0,16.0,POSITIVE,0.95310640335083,Topic 6,Hope & Courage
523,LEGOLAS, Forty-three.           ,The Two Towers ,24.0,1.0,POSITIVE,0.9955323934555054,Topic 1,War & Battle
524,GIMLI,He was already dead.           ,The Two Towers ,31.0,4.0,NEGATIVE,0.9993487000465392,Topic 6,Hope & Courage
525,WITCH KING,Slay them all! ,The Return of the King ,15.0,3.0,NEGATIVE,0.8713093996047974,Topic 1,War & Battle
526,GOTHMOG,What of the wizard? ,The Return of the King ,20.0,4.0,NEGATIVE,0.971123993396759,Topic 4,Journey & Quest
527,WITCH KING, I will break him.  ,The Return of the King ,20.0,4.0,NEGATIVE,0.9706308245658876,Topic 8,Home & Peace
528,SOLDIER 1,Where are Theoden's riders? ,The Return of the King ,28.0,4.0,NEGATIVE,0.9961071610450744,Topic 4,Journey & Quest
529,SOLDIER 2,Will Rohan's army come?  Mithrandir? ,The Return of the King ,37.0,5.0,NEGATIVE,0.9922339916229248,Topic 5,Fear & Danger
530,GANDALF,Courage is the best defence that you have now.   ,The Return of the King ,49.0,9.0,POSITIVE,0.9998416900634766,Topic 5,Fear & Danger
531,GOLLUM,Follow me.           ,The Two Towers ,21.0,2.0,POSITIVE,0.9979549646377563,Topic 5,Fear & Danger
532,LEGOLAS,He was twitching.           ,The Two Towers ,28.0,3.0,NEGATIVE,0.9940890073776244,Topic 1,War & Battle
533,GIMLI,"He was twitching......because he's got my axe ,embedded in his nervous system!           ",The Two Towers ,89.0,12.0,NEGATIVE,0.987600564956665,Topic 4,Journey & Quest
534,MERRY,"He doesn't look too happy, does he?           ",The Two Towers ,46.0,7.0,NEGATIVE,0.999352753162384,Topic 5,Fear & Danger
535,PIPPIN,"Not too happy at all, Merry.           ",The Two Towers ,39.0,6.0,NEGATIVE,0.9997761845588684,Topic 8,Home & Peace
536,MERRY,"Still, I suppose the view would be quite nice from up there.           ",The Two Towers ,71.0,12.0,POSITIVE,0.9761947989463806,Topic 1,War & Battle
537,PIPPIN,"Oh, yes. It's a quality establishment. I hear the staff are very good.           ",The Two Towers ,81.0,13.0,POSITIVE,0.9998714923858644,Topic 1,War & Battle
538,PIPPIN,What are you doing?           ,The Two Towers ,30.0,4.0,NEGATIVE,0.9854323267936708,Topic 6,Hope & Courage
539,MERRY,"Nothing. The world's back to normal, that's all.           ",The Two Towers ,59.0,8.0,NEGATIVE,0.9983921647071838,Topic 2,Friendship & Loyalty
540,PIPPIN,"No, it isn't. I'm starving.           ",The Two Towers ,38.0,5.0,NEGATIVE,0.9975294470787048,Topic 4,Journey & Quest
541,MERRY,"Good luck trying to find something decent around here. ,Probably only dead rats and      mouldy bread.,     ",The Two Towers ,108.0,16.0,NEGATIVE,0.9955873489379884,Topic 2,Friendship & Loyalty
542,MERRY,Saruman's storeroom!           ,The Two Towers ,31.0,2.0,POSITIVE,0.939163327217102,Topic 6,Hope & Courage
543,PIPPIN,I don't believe it.           ,The Two Towers ,30.0,4.0,NEGATIVE,0.9993465542793274,Topic 1,War & Battle
544,MERRY,It can't be.           ,The Two Towers ,23.0,3.0,NEGATIVE,0.995395004749298,Topic 1,War & Battle
545,PIPPIN,lt is!           ,The Two Towers ,17.0,2.0,POSITIVE,0.9969064593315125,Topic 1,War & Battle
546,MERRY,"Longbottom Leaf. ,The finest pipe-weed in South Farthing.           ",The Two Towers ,68.0,8.0,POSITIVE,0.9993815422058104,Topic 1,War & Battle
547,PIPPIN,"It's perfect. One barrel each.,Wait.      Do you think we should share it with Treebeard?           ",The Two Towers ,100.0,14.0,POSITIVE,0.9943904280662536,Topic 3,The Ring & Power
548,MERRY,"Share it? ,No. No. ,Dead plant and all that. Don't think he'd understand. ,Could be a distant relative.           ",The Two Towers ,114.0,18.0,NEGATIVE,0.9990837574005128,Topic 3,The Ring & Power
549,PIPPIN,I get it. Don't be hasty.          ,The Two Towers ,35.0,6.0,POSITIVE,0.9994483590126038,Topic 3,The Ring & Power
550,MERRY," Exactly.      , Bar-hrum.     ",The Two Towers ,31.0,3.0,NEGATIVE,0.9949772953987122,Topic 1,War & Battle
551,FARAMIR,This is the old sewer. Runs right under the river through to the edge of the city.      You'll find cover in the woods there.     ,The Two Towers ,130.0,24.0,NEGATIVE,0.9907744526863098,Topic 2,Friendship & Loyalty
552,SAM,"Captain Faramir......you have shown your quality, sir.           ",The Two Towers ,65.0,7.0,POSITIVE,0.9993606209754944,Topic 1,War & Battle
553,SAM,The very highest.           ,The Two Towers ,28.0,3.0,POSITIVE,0.9997305274009703,Topic 1,War & Battle
554,FARAMIR,The Shire must truly be a great realm      Master Gamgee......where gardeners are held in high honor.           ,The Two Towers ,112.0,16.0,POSITIVE,0.997974693775177,Topic 8,Home & Peace
555,FARAMIR,What road will you take once you reach the woods?           ,The Two Towers ,60.0,10.0,NEGATIVE,0.9931663870811462,Topic 2,Friendship & Loyalty
556,FRODO,"Gollum says there's a path......near Minas Morgul that climbs up into the mountains.,     ",The Two Towers ,90.0,13.0,POSITIVE,0.99258291721344,Topic 3,The Ring & Power
557,FARAMIR,"Cirith Ungol?,     ",The Two Towers ,19.0,2.0,NEGATIVE,0.938552737236023,Topic 1,War & Battle
558,FARAMIR,ls that its name?           ,The Two Towers ,28.0,4.0,NEGATIVE,0.9939020872116088,Topic 1,War & Battle
559,GOLLUM,"No. ,No! , Yes.           ",The Two Towers ,26.0,4.0,NEGATIVE,0.9715849161148072,Topic 5,Fear & Danger
560,FARAMIR,Frodo......they say a dark terror dwells in the passes above Minas      Morgul. You cannot go that way.           ,The Two Towers ,114.0,17.0,NEGATIVE,0.9436585307121276,Topic 3,The Ring & Power
561,GOLLUM,"lt is the only way. Master says we must go to Mordor, so we must try.           ",The Two Towers ,80.0,16.0,NEGATIVE,0.9945093989372252,Topic 1,War & Battle
562,FRODO,I must.           ,The Two Towers ,18.0,2.0,POSITIVE,0.991740345954895,Topic 1,War & Battle
563,FARAMIR," Go, Frodo. Go with the goodwill of all Men.,     ",The Two Towers ,50.0,9.0,POSITIVE,0.9997777342796326,Topic 8,Home & Peace
564,FRODO,Thank you.           ,The Two Towers ,21.0,2.0,POSITIVE,0.9998457431793212,Topic 4,Journey & Quest
565,FARAMIR,May death find you quickly if you bring them to harm.           ,The Two Towers ,64.0,11.0,NEGATIVE,0.998458743095398,Topic 7,Death & Sacrifice
566,SAM,"Come on, keep up.           ",The Two Towers ,28.0,4.0,POSITIVE,0.9993079900741576,Topic 5,Fear & Danger
567,SAM,"Mr. Frodo didn't mean for them Rangers to hurt you. You know that, don't you?      He was trying to save you, see?           ",The Two Towers ,125.0,22.0,NEGATIVE,0.9481623768806458,Topic 8,Home & Peace
568,GOLLUM,Save me?           ,The Two Towers ,19.0,2.0,NEGATIVE,0.9633861780166626,Topic 7,Death & Sacrifice
569,SAM,So there's no hard feelings. Forgive and forget.           ,The Two Towers ,59.0,8.0,POSITIVE,0.9995030164718628,Topic 2,Friendship & Loyalty
570,GOLLUM,"No, no, no hard feelings. Gollum, Gollum. ,Yes, master. Nice Hobbits.           ",The Two Towers ,80.0,11.0,POSITIVE,0.9987635612487792,Topic 7,Death & Sacrifice
571,SAM,"Very decent of you. Very decent, indeed      Gollum.    ",The Two Towers ,56.0,8.0,POSITIVE,0.9998138546943665,Topic 7,Death & Sacrifice
572,MADRIL,Faramir! Orcs have taken the eastern shore. Their numbers are too great.      By nightfall we will be overrun.           ,The Two Towers ,121.0,18.0,NEGATIVE,0.9981585144996644,Topic 1,War & Battle
573,SAM,Mr. Frodo?           ,The Two Towers ,21.0,2.0,NEGATIVE,0.980344295501709,Topic 8,Home & Peace
574,FRODO,"It's calling to him, Sam. His Eye is almost on me.            ",The Two Towers ,62.0,11.0,POSITIVE,0.9941146969795228,Topic 8,Home & Peace
575,SAM,"Hold on, Mr. Frodo. You'll be all right.           ",The Two Towers ,51.0,8.0,POSITIVE,0.9997919201850892,Topic 7,Death & Sacrifice
576,FARAMIR,"Take them to my father. ,Tell him Faramir sends a mighty gift.      ,A weapon that will change our fortunes      in this war. ,     ",The Two Towers ,132.0,23.0,POSITIVE,0.9994719624519348,Topic 8,Home & Peace
577,SAM,"Do you want to know      what happened to Boromir? ,You want to know why your brother died?  He tried to take the Ring from Frodo after swearing an oath to protect him! ,He tried to kill him! The Ring drove your brother mad!           ",The Two Towers ,235.0,43.0,NEGATIVE,0.998869001865387,Topic 7,Death & Sacrifice
578,SOLDIER,Watch out!           ,The Two Towers ,21.0,2.0,POSITIVE,0.9998095631599426,Topic 6,Hope & Courage
579,SAM,Mr. Frodo?           ,The Two Towers ,21.0,2.0,NEGATIVE,0.980344295501709,Topic 8,Home & Peace
580,FRODO,They're here.           ,The Two Towers ,24.0,2.0,POSITIVE,0.9995927214622498,Topic 1,War & Battle
581,FRODO,They've come.           ,The Two Towers ,24.0,2.0,POSITIVE,0.9979788661003112,Topic 4,Journey & Quest
582,FARAMIR,Nazgul!             ,The Two Towers ,20.0,1.0,POSITIVE,0.9970715045928956,Topic 1,War & Battle
583,FARAMIR,"Stay here. Keep out of sight. ,Take cover!           ",The Two Towers ,53.0,8.0,POSITIVE,0.663159191608429,Topic 7,Death & Sacrifice
584,THEODEN,"The fortress is taken. It is over.,     ",The Two Towers ,40.0,7.0,NEGATIVE,0.9993330836296082,Topic 5,Fear & Danger
585,ARAGORN,You said this fortress would never fall while your men defend it.      They still defend it. They have died defending it.           ,The Two Towers ,132.0,21.0,POSITIVE,0.975750744342804,Topic 6,Hope & Courage
586,WOMAN,They are breaking in!           ,The Two Towers ,32.0,4.0,POSITIVE,0.999232530593872,Topic 1,War & Battle
587,WOMAN,They're past the door!           ,The Two Towers ,33.0,4.0,NEGATIVE,0.7481767535209656,Topic 3,The Ring & Power
588,ARAGORN,Is there no other way for the women      and children to get out of the caves?     ,The Two Towers ,83.0,16.0,NEGATIVE,0.9936443567276,Topic 4,Journey & Quest
589,ARAGORN,Is there no other way?           ,The Two Towers ,33.0,5.0,NEGATIVE,0.9943734407424928,Topic 8,Home & Peace
590,GAMLING,There is one passage. It leads into the mountains. But they will not get far.      The Uruk-hai are too many.           ,The Two Towers ,120.0,20.0,NEGATIVE,0.9984716773033142,Topic 3,The Ring & Power
591,ARAGORN, Tell the women and children      to make for the mountain pass. And barricade the entrance!           ,The Two Towers ,103.0,15.0,NEGATIVE,0.9863134622573853,Topic 4,Journey & Quest
592,THEODEN,"Aragorn! Fall back to the Keep! Get your men out of there!,     ",The Two Towers ,64.0,12.0,NEGATIVE,0.9935146570205688,Topic 5,Fear & Danger
593,ARAGORN,"Nan Barad! Nan Barad! , Haldir, nan Barad! (",The Two Towers ,44.0,9.0,NEGATIVE,0.8933863043785095,Topic 3,The Ring & Power
594,GIMLI,What are you doing? What are you stopping for?       ,The Two Towers ,53.0,9.0,NEGATIVE,0.991171658039093,Topic 6,Hope & Courage
595,HALDIR,Nan Barad! (To the Keep!)       ,The Two Towers ,32.0,5.0,POSITIVE,0.7541881203651428,Topic 3,The Ring & Power
596,ARAGORN,Haldir!       ,The Two Towers ,14.0,1.0,POSITIVE,0.9984403252601624,Topic 1,War & Battle
597,THEODEN,"So much death. ,  What can Men do against such reckless hate?           ",The Two Towers ,72.0,12.0,NEGATIVE,0.9982510209083556,Topic 5,Fear & Danger
598,ARAGORN,"Ride out with me. ,Ride out and meet them.,     ",The Two Towers ,48.0,9.0,POSITIVE,0.9997047781944276,Topic 7,Death & Sacrifice
599,THEODEN,For death and glory.           ,The Two Towers ,31.0,4.0,POSITIVE,0.9898567199707032,Topic 5,Fear & Danger
600,ARAGORN,For Rohan. For your people.           ,The Two Towers ,38.0,5.0,POSITIVE,0.9977537989616394,Topic 4,Journey & Quest
601,GIMLI,The sun is rising.           ,The Two Towers ,29.0,4.0,POSITIVE,0.9996680021286012,Topic 2,Friendship & Loyalty
602,GANDALF VOICEOVER,Look to my coming at first light on the fifth day. At dawn......Iook to the east.           ,The Two Towers ,92.0,16.0,NEGATIVE,0.9051793217658995,Topic 3,The Ring & Power
603,THEODEN,Yes.........Yes.........The horn of Helm Hammerhand......shall sound in the Deep......one last time.           ,The Two Towers ,111.0,11.0,NEGATIVE,0.8367102742195129,Topic 5,Fear & Danger
604,GIMLI,"Yes!,     ",The Two Towers ,10.0,1.0,POSITIVE,0.9997209906578064,Topic 5,Fear & Danger
